87.236.176.232 - - [09/Dec/2023:00:07:34 +0000] "GET / HTTP/1.1" 200 3979
185.161.208.34 - - [09/Dec/2023:03:59:30 +0000] "GET /cp/.env HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:03:59:30 +0000] "GET /cp/.env HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:03:59:30 +0000] "POST /cp/.env HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:03:59:31 +0000] "POST /cp/.env HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:03:59:31 +0000] "GET /private/.env HTTP/1.1" 404 767
185.161.208.34 - - [09/Dec/2023:03:59:32 +0000] "GET /private/.env HTTP/1.1" 404 767
185.161.208.34 - - [09/Dec/2023:03:59:32 +0000] "POST /private/.env HTTP/1.1" 404 767
185.161.208.34 - - [09/Dec/2023:03:59:32 +0000] "POST /private/.env HTTP/1.1" 404 767
185.161.208.34 - - [09/Dec/2023:03:59:33 +0000] "GET /system/.env HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:33 +0000] "GET /system/.env HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:34 +0000] "POST /system/.env HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:34 +0000] "POST /system/.env HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:35 +0000] "GET /redmine/.env HTTP/1.1" 404 767
185.161.208.34 - - [09/Dec/2023:03:59:35 +0000] "GET /redmine/.env HTTP/1.1" 404 767
185.161.208.34 - - [09/Dec/2023:03:59:35 +0000] "POST /redmine/.env HTTP/1.1" 404 767
185.161.208.34 - - [09/Dec/2023:03:59:36 +0000] "POST /redmine/.env HTTP/1.1" 404 767
185.161.208.34 - - [09/Dec/2023:03:59:36 +0000] "GET /docker/.env HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:36 +0000] "GET /docker/.env HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:37 +0000] "POST /docker/.env HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:37 +0000] "POST /docker/.env HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:38 +0000] "GET /cms/.env HTTP/1.1" 404 763
185.161.208.34 - - [09/Dec/2023:03:59:38 +0000] "GET /cms/.env HTTP/1.1" 404 763
185.161.208.34 - - [09/Dec/2023:03:59:38 +0000] "POST /cms/.env HTTP/1.1" 404 763
185.161.208.34 - - [09/Dec/2023:03:59:39 +0000] "POST /cms/.env HTTP/1.1" 404 763
185.161.208.34 - - [09/Dec/2023:03:59:39 +0000] "GET /script/.env HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:39 +0000] "GET /script/.env HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:40 +0000] "POST /script/.env HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:40 +0000] "POST /script/.env HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:41 +0000] "GET /live_env%20 HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:03:59:41 +0000] "GET /live_env%20 HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:03:59:42 +0000] "POST /live_env%20 HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:03:59:42 +0000] "POST /live_env%20 HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:03:59:42 +0000] "GET /application/.env HTTP/1.1" 404 771
185.161.208.34 - - [09/Dec/2023:03:59:43 +0000] "GET /application/.env HTTP/1.1" 404 771
185.161.208.34 - - [09/Dec/2023:03:59:43 +0000] "POST /application/.env HTTP/1.1" 404 771
185.161.208.34 - - [09/Dec/2023:03:59:43 +0000] "POST /application/.env HTTP/1.1" 404 771
185.161.208.34 - - [09/Dec/2023:03:59:44 +0000] "GET /.env.project%20 HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:44 +0000] "GET /.env.project%20 HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:45 +0000] "POST /.env.project%20 HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:45 +0000] "POST /.env.project%20 HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:46 +0000] "GET /.env.dist HTTP/1.1" 404 760
185.161.208.34 - - [09/Dec/2023:03:59:46 +0000] "GET /.env.dist HTTP/1.1" 404 760
185.161.208.34 - - [09/Dec/2023:03:59:46 +0000] "POST /.env.dist HTTP/1.1" 404 760
185.161.208.34 - - [09/Dec/2023:03:59:47 +0000] "POST /.env.dist HTTP/1.1" 404 760
185.161.208.34 - - [09/Dec/2023:03:59:47 +0000] "GET /back/.env HTTP/1.1" 404 764
185.161.208.34 - - [09/Dec/2023:03:59:47 +0000] "GET /back/.env HTTP/1.1" 404 764
185.161.208.34 - - [09/Dec/2023:03:59:48 +0000] "POST /back/.env HTTP/1.1" 404 764
185.161.208.34 - - [09/Dec/2023:03:59:48 +0000] "POST /back/.env HTTP/1.1" 404 764
185.161.208.34 - - [09/Dec/2023:03:59:49 +0000] "GET /core/.env HTTP/1.1" 404 764
185.161.208.34 - - [09/Dec/2023:03:59:49 +0000] "GET /core/.env HTTP/1.1" 404 764
185.161.208.34 - - [09/Dec/2023:03:59:50 +0000] "POST /core/.env HTTP/1.1" 404 764
185.161.208.34 - - [09/Dec/2023:03:59:50 +0000] "POST /core/.env HTTP/1.1" 404 764
185.161.208.34 - - [09/Dec/2023:03:59:50 +0000] "GET /docker/.env HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:51 +0000] "GET /docker/.env HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:51 +0000] "POST /docker/.env HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:51 +0000] "POST /docker/.env HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:03:59:52 +0000] "GET /fedex/.env HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:03:59:52 +0000] "GET /fedex/.env HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:03:59:53 +0000] "POST /fedex/.env HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:03:59:53 +0000] "POST /fedex/.env HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:03:59:54 +0000] "GET /__tests__/test-become/.env HTTP/1.1" 404 785
185.161.208.34 - - [09/Dec/2023:03:59:54 +0000] "GET /__tests__/test-become/.env HTTP/1.1" 404 785
185.161.208.34 - - [09/Dec/2023:03:59:54 +0000] "POST /__tests__/test-become/.env HTTP/1.1" 404 785
185.161.208.34 - - [09/Dec/2023:03:59:55 +0000] "POST /__tests__/test-become/.env HTTP/1.1" 404 785
185.161.208.34 - - [09/Dec/2023:03:59:55 +0000] "GET /local/.env HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:03:59:56 +0000] "GET /local/.env HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:03:59:56 +0000] "POST /local/.env HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:03:59:56 +0000] "POST /local/.env HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:03:59:57 +0000] "GET /rest/.env HTTP/1.1" 404 764
185.161.208.34 - - [09/Dec/2023:03:59:57 +0000] "GET /rest/.env HTTP/1.1" 404 764
185.161.208.34 - - [09/Dec/2023:03:59:58 +0000] "POST /rest/.env HTTP/1.1" 404 764
185.161.208.34 - - [09/Dec/2023:03:59:58 +0000] "POST /rest/.env HTTP/1.1" 404 764
185.161.208.34 - - [09/Dec/2023:03:59:58 +0000] "GET /shared/.env%20 HTTP/1.1" 404 769
185.161.208.34 - - [09/Dec/2023:03:59:59 +0000] "GET /shared/.env%20 HTTP/1.1" 404 769
185.161.208.34 - - [09/Dec/2023:03:59:59 +0000] "POST /shared/.env%20 HTTP/1.1" 404 769
185.161.208.34 - - [09/Dec/2023:04:00:00 +0000] "POST /shared/.env%20 HTTP/1.1" 404 769
185.161.208.34 - - [09/Dec/2023:04:00:00 +0000] "GET /sources/.env HTTP/1.1" 404 767
185.161.208.34 - - [09/Dec/2023:04:00:01 +0000] "GET /sources/.env HTTP/1.1" 404 767
185.161.208.34 - - [09/Dec/2023:04:00:01 +0000] "POST /sources/.env HTTP/1.1" 404 767
185.161.208.34 - - [09/Dec/2023:04:00:01 +0000] "POST /sources/.env HTTP/1.1" 404 767
185.161.208.34 - - [09/Dec/2023:04:00:02 +0000] "GET /enviroments/.env.production HTTP/1.1" 404 782
185.161.208.34 - - [09/Dec/2023:04:00:02 +0000] "GET /enviroments/.env.production HTTP/1.1" 404 782
185.161.208.34 - - [09/Dec/2023:04:00:03 +0000] "POST /enviroments/.env.production HTTP/1.1" 404 782
185.161.208.34 - - [09/Dec/2023:04:00:03 +0000] "POST /enviroments/.env.production HTTP/1.1" 404 782
185.161.208.34 - - [09/Dec/2023:04:00:04 +0000] "GET /enviroments/.env HTTP/1.1" 404 771
185.161.208.34 - - [09/Dec/2023:04:00:04 +0000] "GET /enviroments/.env HTTP/1.1" 404 771
185.161.208.34 - - [09/Dec/2023:04:00:05 +0000] "POST /enviroments/.env HTTP/1.1" 404 771
185.161.208.34 - - [09/Dec/2023:04:00:05 +0000] "POST /enviroments/.env HTTP/1.1" 404 771
185.161.208.34 - - [09/Dec/2023:04:00:05 +0000] "GET / HTTP/1.1" 200 3979
185.161.208.34 - - [09/Dec/2023:04:00:06 +0000] "GET / HTTP/1.1" 200 3979
185.161.208.34 - - [09/Dec/2023:04:00:06 +0000] "POST / HTTP/1.1" 200 3979
185.161.208.34 - - [09/Dec/2023:04:00:07 +0000] "POST / HTTP/1.1" 200 3979
185.161.208.34 - - [09/Dec/2023:04:00:07 +0000] "GET /frontend_dev.php/$ HTTP/1.1" 404 773
185.161.208.34 - - [09/Dec/2023:04:00:08 +0000] "GET /frontend_dev.php/$ HTTP/1.1" 404 773
185.161.208.34 - - [09/Dec/2023:04:00:08 +0000] "GET /debug/default/view?panel=config/frontend_dev.php HTTP/1.1" 404 777
185.161.208.34 - - [09/Dec/2023:04:00:08 +0000] "GET /debug/default/view?panel=config/frontend_dev.php HTTP/1.1" 404 777
185.161.208.34 - - [09/Dec/2023:04:00:09 +0000] "GET /debug/default/view?panel=config HTTP/1.1" 404 777
185.161.208.34 - - [09/Dec/2023:04:00:09 +0000] "GET /debug/default/view?panel=config HTTP/1.1" 404 777
185.161.208.34 - - [09/Dec/2023:04:00:10 +0000] "GET /debug/default/view.html HTTP/1.1" 404 782
185.161.208.34 - - [09/Dec/2023:04:00:10 +0000] "GET /debug/default/view.html HTTP/1.1" 404 782
185.161.208.34 - - [09/Dec/2023:04:00:11 +0000] "GET /debug/default/view HTTP/1.1" 404 777
185.161.208.34 - - [09/Dec/2023:04:00:11 +0000] "GET /debug/default/view HTTP/1.1" 404 777
185.161.208.34 - - [09/Dec/2023:04:00:11 +0000] "GET /frontend/web/debug/default/view HTTP/1.1" 404 798
185.161.208.34 - - [09/Dec/2023:04:00:12 +0000] "GET /frontend/web/debug/default/view HTTP/1.1" 404 798
185.161.208.34 - - [09/Dec/2023:04:00:12 +0000] "GET /web/debug/default/view HTTP/1.1" 404 785
185.161.208.34 - - [09/Dec/2023:04:00:13 +0000] "GET /web/debug/default/view HTTP/1.1" 404 785
185.161.208.34 - - [09/Dec/2023:04:00:13 +0000] "GET /sapi/debug/default/view HTTP/1.1" 404 786
185.161.208.34 - - [09/Dec/2023:04:00:14 +0000] "GET /sapi/debug/default/view HTTP/1.1" 404 786
185.161.208.34 - - [09/Dec/2023:04:00:14 +0000] "GET /config.json HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:04:00:15 +0000] "GET /config.json HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:04:00:15 +0000] "GET /AwsConfig.json HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:04:00:16 +0000] "GET /AwsConfig.json HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:04:00:16 +0000] "GET /awsconfig.json HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:04:00:17 +0000] "GET /awsconfig.json HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:04:00:17 +0000] "GET /aws.json HTTP/1.1" 404 759
185.161.208.34 - - [09/Dec/2023:04:00:17 +0000] "GET /aws.json HTTP/1.1" 404 759
185.161.208.34 - - [09/Dec/2023:04:00:18 +0000] "GET /conf.json HTTP/1.1" 404 760
185.161.208.34 - - [09/Dec/2023:04:00:18 +0000] "GET /conf.json HTTP/1.1" 404 760
185.161.208.34 - - [09/Dec/2023:04:00:18 +0000] "GET /env.json HTTP/1.1" 404 759
185.161.208.34 - - [09/Dec/2023:04:00:19 +0000] "GET /env.json HTTP/1.1" 404 759
185.161.208.34 - - [09/Dec/2023:04:00:19 +0000] "GET /.vscode/sftp.json HTTP/1.1" 404 772
185.161.208.34 - - [09/Dec/2023:04:00:20 +0000] "GET /.json HTTP/1.1" 404 756
185.161.208.34 - - [09/Dec/2023:04:00:20 +0000] "GET /.vscode/sftp.json HTTP/1.1" 404 772
185.161.208.34 - - [09/Dec/2023:04:00:21 +0000] "GET /smtp.json HTTP/1.1" 404 760
185.161.208.34 - - [09/Dec/2023:04:00:21 +0000] "GET /.json HTTP/1.1" 404 756
185.161.208.34 - - [09/Dec/2023:04:00:22 +0000] "GET /db.json HTTP/1.1" 404 758
185.161.208.34 - - [09/Dec/2023:04:00:22 +0000] "GET /smtp.json HTTP/1.1" 404 760
185.161.208.34 - - [09/Dec/2023:04:00:22 +0000] "GET /sendgrid.json HTTP/1.1" 404 764
185.161.208.34 - - [09/Dec/2023:04:00:23 +0000] "GET /db.json HTTP/1.1" 404 758
185.161.208.34 - - [09/Dec/2023:04:00:23 +0000] "GET /ws-config.json HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:04:00:23 +0000] "GET /sendgrid.json HTTP/1.1" 404 764
185.161.208.34 - - [09/Dec/2023:04:00:24 +0000] "GET /_wpeprivate/config.json HTTP/1.1" 404 778
185.161.208.34 - - [09/Dec/2023:04:00:24 +0000] "GET /ws-config.json HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:04:00:25 +0000] "GET /deployment-config.json HTTP/1.1" 404 773
185.161.208.34 - - [09/Dec/2023:04:00:25 +0000] "GET /_wpeprivate/config.json HTTP/1.1" 404 778
185.161.208.34 - - [09/Dec/2023:04:00:26 +0000] "GET /sftp-config.json HTTP/1.1" 404 767
185.161.208.34 - - [09/Dec/2023:04:00:26 +0000] "GET /deployment-config.json HTTP/1.1" 404 773
185.161.208.34 - - [09/Dec/2023:04:00:26 +0000] "GET /db/robomongo.json HTTP/1.1" 404 772
185.161.208.34 - - [09/Dec/2023:04:00:27 +0000] "GET /sftp-config.json HTTP/1.1" 404 767
185.161.208.34 - - [09/Dec/2023:04:00:27 +0000] "GET /db/robomongo.json HTTP/1.1" 404 772
185.161.208.34 - - [09/Dec/2023:04:00:27 +0000] "GET /robomongo.json HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:04:00:28 +0000] "GET /client_secrets.json HTTP/1.1" 404 770
185.161.208.34 - - [09/Dec/2023:04:00:28 +0000] "GET /robomongo.json HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:04:00:29 +0000] "GET /client_secrets.json HTTP/1.1" 404 770
185.161.208.34 - - [09/Dec/2023:04:00:29 +0000] "GET /user-config.json HTTP/1.1" 404 767
185.161.208.34 - - [09/Dec/2023:04:00:30 +0000] "GET /ssh-config.json HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:04:00:30 +0000] "GET /user-config.json HTTP/1.1" 404 767
185.161.208.34 - - [09/Dec/2023:04:00:30 +0000] "GET /ssh-config.json HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:04:00:30 +0000] "GET /database-config.json HTTP/1.1" 404 771
185.161.208.34 - - [09/Dec/2023:04:00:31 +0000] "GET /database-config.json HTTP/1.1" 404 771
185.161.208.34 - - [09/Dec/2023:04:00:31 +0000] "GET /config/default.json HTTP/1.1" 404 774
185.161.208.34 - - [09/Dec/2023:04:00:32 +0000] "GET /config/default.json HTTP/1.1" 404 774
185.161.208.34 - - [09/Dec/2023:04:00:32 +0000] "GET /config/config.json HTTP/1.1" 404 773
185.161.208.34 - - [09/Dec/2023:04:00:33 +0000] "GET /credentials/config.json HTTP/1.1" 404 778
185.161.208.34 - - [09/Dec/2023:04:00:33 +0000] "GET /config/config.json HTTP/1.1" 404 773
185.161.208.34 - - [09/Dec/2023:04:00:33 +0000] "GET / HTTP/1.1" 200 3979
185.161.208.34 - - [09/Dec/2023:04:00:34 +0000] "GET /credentials/config.json HTTP/1.1" 404 778
185.161.208.34 - - [09/Dec/2023:04:00:34 +0000] "GET /.aws/credentials HTTP/1.1" 404 771
185.161.208.34 - - [09/Dec/2023:04:00:34 +0000] "GET / HTTP/1.1" 200 3979
185.161.208.34 - - [09/Dec/2023:04:00:35 +0000] "GET /app_dev.php/_profiler/open?file=app/config/parameters.yml HTTP/1.1" 404 785
185.161.208.34 - - [09/Dec/2023:04:00:35 +0000] "GET /.aws/credentials HTTP/1.1" 404 771
185.161.208.34 - - [09/Dec/2023:04:00:36 +0000] "GET /app_dev.php/_profiler/open?file=app/config/parameters.yml HTTP/1.1" 404 785
185.161.208.34 - - [09/Dec/2023:04:00:36 +0000] "GET /_profiler/open?file=app/config/parameters.yml HTTP/1.1" 404 769
185.161.208.34 - - [09/Dec/2023:04:00:37 +0000] "GET /app/config/parameters.yml HTTP/1.1" 404 784
185.161.208.34 - - [09/Dec/2023:04:00:37 +0000] "GET /_profiler/open?file=app/config/parameters.yml HTTP/1.1" 404 769
185.161.208.34 - - [09/Dec/2023:04:00:38 +0000] "GET /app/config/parameters.yml HTTP/1.1" 404 784
185.161.208.34 - - [09/Dec/2023:04:00:38 +0000] "GET /config/parameters.yml HTTP/1.1" 404 776
185.161.208.34 - - [09/Dec/2023:04:00:39 +0000] "GET /parameters.yml HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:04:00:39 +0000] "GET /config/parameters.yml HTTP/1.1" 404 776
185.161.208.34 - - [09/Dec/2023:04:00:40 +0000] "GET /_profiler/phpinfo HTTP/1.1" 404 772
185.161.208.34 - - [09/Dec/2023:04:00:40 +0000] "GET /parameters.yml HTTP/1.1" 404 765
185.161.208.34 - - [09/Dec/2023:04:00:40 +0000] "GET /app_dev.php/_profiler/phpinfo HTTP/1.1" 404 788
185.161.208.34 - - [09/Dec/2023:04:00:40 +0000] "GET /_profiler/phpinfo HTTP/1.1" 404 772
185.161.208.34 - - [09/Dec/2023:04:00:41 +0000] "GET /phpinfo.php HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:04:00:41 +0000] "GET /app_dev.php/_profiler/phpinfo HTTP/1.1" 404 788
185.161.208.34 - - [09/Dec/2023:04:00:42 +0000] "GET /info.php HTTP/1.1" 404 759
185.161.208.34 - - [09/Dec/2023:04:00:42 +0000] "GET /phpinfo.php HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:04:00:43 +0000] "GET /owncloud/apps/graphapi/vendor/microsoft/microsoft-graph/tests/GetPhpInfo.php HTTP/1.1" 404 855
185.161.208.34 - - [09/Dec/2023:04:00:43 +0000] "GET /info.php HTTP/1.1" 404 759
185.161.208.34 - - [09/Dec/2023:04:00:44 +0000] "GET /?phpinfo=1 HTTP/1.1" 200 3979
185.161.208.34 - - [09/Dec/2023:04:00:44 +0000] "GET /owncloud/apps/graphapi/vendor/microsoft/microsoft-graph/tests/GetPhpInfo.php HTTP/1.1" 404 855
185.161.208.34 - - [09/Dec/2023:04:00:44 +0000] "GET /tool/view/phpinfo.view.php HTTP/1.1" 404 785
185.161.208.34 - - [09/Dec/2023:04:00:44 +0000] "GET /?phpinfo=1 HTTP/1.1" 200 3979
185.161.208.34 - - [09/Dec/2023:04:00:45 +0000] "GET /phpinfo HTTP/1.1" 404 758
185.161.208.34 - - [09/Dec/2023:04:00:45 +0000] "GET /tool/view/phpinfo.view.php HTTP/1.1" 404 785
185.161.208.34 - - [09/Dec/2023:04:00:46 +0000] "GET /symfony/public/_profiler/phpinfo HTTP/1.1" 404 795
185.161.208.34 - - [09/Dec/2023:04:00:46 +0000] "GET /phpinfo HTTP/1.1" 404 758
185.161.208.34 - - [09/Dec/2023:04:00:46 +0000] "GET /html/phpinfo.php HTTP/1.1" 404 771
185.161.208.34 - - [09/Dec/2023:04:00:47 +0000] "GET /symfony/public/_profiler/phpinfo HTTP/1.1" 404 795
185.161.208.34 - - [09/Dec/2023:04:00:47 +0000] "GET /?phpinfo=-1 HTTP/1.1" 200 3979
185.161.208.34 - - [09/Dec/2023:04:00:47 +0000] "GET /html/phpinfo.php HTTP/1.1" 404 771
185.161.208.34 - - [09/Dec/2023:04:00:48 +0000] "GET /__info.php HTTP/1.1" 404 761
185.161.208.34 - - [09/Dec/2023:04:00:48 +0000] "GET /?phpinfo=-1 HTTP/1.1" 200 3979
185.161.208.34 - - [09/Dec/2023:04:00:49 +0000] "GET /__info.php HTTP/1.1" 404 761
185.161.208.34 - - [09/Dec/2023:04:00:49 +0000] "GET /_info-backoffice.php HTTP/1.1" 404 771
185.161.208.34 - - [09/Dec/2023:04:00:50 +0000] "GET /_info.php HTTP/1.1" 404 760
185.161.208.34 - - [09/Dec/2023:04:00:50 +0000] "GET /_info-backoffice.php HTTP/1.1" 404 771
185.161.208.34 - - [09/Dec/2023:04:00:51 +0000] "GET /_phpinf.php HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:04:00:51 +0000] "GET /_info.php HTTP/1.1" 404 760
185.161.208.34 - - [09/Dec/2023:04:00:52 +0000] "GET /_phpinf.php HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:04:00:52 +0000] "GET /_phpinfo.php HTTP/1.1" 404 763
185.161.208.34 - - [09/Dec/2023:04:00:53 +0000] "GET /_phpinfo.php HTTP/1.1" 404 763
185.161.208.34 - - [09/Dec/2023:04:00:53 +0000] "GET /_poopinfo.php HTTP/1.1" 404 764
185.161.208.34 - - [09/Dec/2023:04:00:53 +0000] "GET /_poopinfo.php HTTP/1.1" 404 764
185.161.208.34 - - [09/Dec/2023:04:00:53 +0000] "GET /.__info.php HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:04:00:54 +0000] "GET /.info.php HTTP/1.1" 404 760
185.161.208.34 - - [09/Dec/2023:04:00:54 +0000] "GET /.__info.php HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:04:00:55 +0000] "GET /0.0_phpinfo.php HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:04:00:55 +0000] "GET /.info.php HTTP/1.1" 404 760
185.161.208.34 - - [09/Dec/2023:04:00:56 +0000] "GET /00_server_info.php HTTP/1.1" 404 769
185.161.208.34 - - [09/Dec/2023:04:00:56 +0000] "GET /0.0_phpinfo.php HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:04:00:57 +0000] "GET /02-info.php HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:04:00:57 +0000] "GET /00_server_info.php HTTP/1.1" 404 769
185.161.208.34 - - [09/Dec/2023:04:00:57 +0000] "GET /1_1_PhpInfo.php HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:04:00:58 +0000] "GET /02-info.php HTTP/1.1" 404 762
185.161.208.34 - - [09/Dec/2023:04:00:58 +0000] "GET /5info.php HTTP/1.1" 404 760
185.161.208.34 - - [09/Dec/2023:04:00:58 +0000] "GET /1_1_PhpInfo.php HTTP/1.1" 404 766
185.161.208.34 - - [09/Dec/2023:04:00:59 +0000] "GET / HTTP/1.1" 200 3979
185.161.208.34 - - [09/Dec/2023:04:00:59 +0000] "GET /5info.php HTTP/1.1" 404 760
185.161.208.34 - - [09/Dec/2023:04:01:00 +0000] "GET /api/index.php/v1/config/application?public=true HTTP/1.1" 404 802
185.161.208.34 - - [09/Dec/2023:04:01:00 +0000] "GET / HTTP/1.1" 200 3979
185.161.208.34 - - [09/Dec/2023:04:01:01 +0000] "GET /api/index.php/v1/config/application?public=true HTTP/1.1" 404 802
185.254.196.173 - - [09/Dec/2023:04:12:29 +0000] "GET /.env HTTP/1.1" 404 755
185.254.196.173 - - [09/Dec/2023:04:12:30 +0000] "POST / HTTP/1.1" 200 3979
135.125.244.48 - - [09/Dec/2023:04:21:34 +0000] "GET /.env HTTP/1.1" 404 755
135.125.244.48 - - [09/Dec/2023:04:21:34 +0000] "POST / HTTP/1.1" 200 3979
205.210.31.22 - - [09/Dec/2023:04:26:06 +0000] "-" 400 2175
205.210.31.22 - - [09/Dec/2023:04:26:07 +0000] "-" 400 2025
167.94.145.55 - - [09/Dec/2023:04:35:27 +0000] "GET / HTTP/1.1" 200 3979
167.94.145.55 - - [09/Dec/2023:04:35:32 +0000] "GET / HTTP/1.1" 200 3979
167.94.145.55 - - [09/Dec/2023:04:35:33 +0000] "GET /favicon.ico HTTP/1.1" 404 762
139.162.84.205 - - [09/Dec/2023:04:41:18 +0000] "GET / HTTP/1.0" 200 3979
5.8.11.239 - - [09/Dec/2023:04:58:48 +0000] "GET / HTTP/1.0" 200 3979
101.32.192.203 - - [09/Dec/2023:05:05:16 +0000] "HEAD /Core/Skin/Login.aspx HTTP/1.1" 404 -
44.211.157.230 - - [09/Dec/2023:05:07:49 +0000] "GET / HTTP/1.1" 200 3979
44.211.157.230 - - [09/Dec/2023:05:08:09 +0000] "GET /js/swipebox.js HTTP/1.1" 200 1050
44.211.157.230 - - [09/Dec/2023:05:08:49 +0000] "GET /js/swipebox.js HTTP/1.1" 200 1050
5.8.11.239 - - [09/Dec/2023:05:09:57 +0000] "GET / HTTP/1.0" 200 3979
162.216.149.95 - - [09/Dec/2023:05:12:49 +0000] "GET / HTTP/1.1" 200 3979
198.235.24.247 - - [09/Dec/2023:05:30:45 +0000] "GET / HTTP/1.0" 200 3979
135.125.244.48 - - [09/Dec/2023:05:44:00 +0000] "GET /.env HTTP/1.1" 404 755
135.125.244.48 - - [09/Dec/2023:05:44:01 +0000] "POST / HTTP/1.1" 200 3979
68.69.186.30 - - [09/Dec/2023:05:51:35 +0000] "GET / HTTP/1.1" 200 3979
68.69.186.30 - - [09/Dec/2023:05:51:36 +0000] "GET ../../proc/ HTTP" 400 795
185.254.196.186 - - [09/Dec/2023:05:57:44 +0000] "GET /.env HTTP/1.1" 404 755
185.254.196.186 - - [09/Dec/2023:05:57:45 +0000] "POST / HTTP/1.1" 200 3979
185.180.143.80 - - [09/Dec/2023:06:07:10 +0000] "GET / HTTP/1.1" 200 3979
185.180.143.80 - - [09/Dec/2023:06:07:22 +0000] "GET / HTTP/1.1" 200 3979
185.180.143.80 - - [09/Dec/2023:06:07:22 +0000] "GET /cgi-bin/authLogin.cgi HTTP/1.1" 404 776
185.180.143.80 - - [09/Dec/2023:06:07:42 +0000] "GET /favicon.ico HTTP/1.1" 404 762
185.180.143.80 - - [09/Dec/2023:06:08:03 +0000] "GET / HTTP/1.1" 200 3979
185.180.143.80 - - [09/Dec/2023:06:08:03 +0000] "GET /favicon.ico HTTP/1.1" 404 762
185.180.143.80 - - [09/Dec/2023:06:08:04 +0000] "GET / HTTP/1.1" 200 3979
185.180.143.80 - - [09/Dec/2023:06:08:04 +0000] "GET / HTTP/1.1" 200 3979
185.180.143.80 - - [09/Dec/2023:06:08:05 +0000] "GET /Telerik.Web.UI.WebResource.axd?type=rau HTTP/1.1" 404 781
